scooterid,battery_level,id,model,nest_id,latitude,longitude,time,city
3011,67,bb5796ae-f82d-4556-a17f-380549a3c05a,rf,NA,35.97536833,-78.89441,9/12/19 04:00,Duke Campus
3012,71,2e1077b5-38be-44e6-a0e5-5f41db5ce470,rf,NA,35.97460167,-78.89437167,9/12/19 04:00,Duke Campus
3013,69,f7fe8e11-9dcf-4806-bbd8-fa96fa0b8e2b,rf,NA,35.97167667,-78.89698833,9/12/19 04:00,Duke Campus
3014,61,e0acbc1e-bdef-410b-9913-6a948771b4c0,rf,NA,35.97367833,-78.89318833,9/12/19 04:00,Duke Campus
3015,75,2883bdbf-659f-4bcd-8eff-6ffc30d758e8,rf,NA,35.97365167,-78.893165,9/12/19 04:00,Duke Campus
3016,37,f204dbc4-0d62-41d6-b6f4-05b557360189,rf,NA,35.96978,-78.89684333,9/12/19 04:00,Duke Campus
3017,69,564effd7-7274-408c-9f8f-9c90f3e5b99c,rf,NA,35.96980667,-78.89679,9/12/19 04:00,Duke Campus
3018,62,958043c3-0aa1-494a-afca-d53fe667a057,rf,NA,35.98576667,-78.878655,9/12/19 04:00,Duke Campus
3019,30,5e897e05-da9a-4a6b-853f-c035efcb69df,rf,NA,35.975815,-78.88073667,9/12/19 04:00,Duke Campus
3020,44,1057687b-b260-4bc3-8fb0-0576d1539d68,rf,NA,35.972225,-78.88221,9/12/19 04:00,Duke Campus
3021,40,0e101479-c441-4e73-9a26-a0e4e86f1e2d,rf,NA,35.98357833,-78.872925,9/12/19 04:00,Duke Campus
3022,48,46fd9a6e-063a-4879-942d-6e407720cd21,rf,a1fa25aa-73f4-4be2-8dc9-dc872ade0f80,35.999825,-78.94374167,9/12/19 05:00,Duke Campus
3023,44,f0c3424b-ca6d-4e86-8716-5e7b9f3cd29f,rf,a1fa25aa-73f4-4be2-8dc9-dc872ade0f80,35.99978667,-78.94374833,9/12/19 05:00,Duke Campus
3024,78,bca841ea-619f-443b-a519-0924715bb2e1,rf,NA,35.99867167,-78.938225,9/12/19 05:00,Duke Campus
3025,81,5e7a1ac1-33f4-4af7-a6db-0120c17eacbd,rf,NA,35.99915,-78.944985,9/12/19 05:00,Duke Campus
3026,55,263bc3c1-ebf7-4ff3-9e8d-ca9874861365,rf,988d123c-5595-4ce0-bb40-cf40dada5c6c,36.00513833,-78.94241333,9/12/19 05:00,Duke Campus
3027,54,232a211b-2d54-4c28-bef1-ed95c1813677,rf,988d123c-5595-4ce0-bb40-cf40dada5c6c,36.00514667,-78.94243667,9/12/19 05:00,Duke Campus
3028,37,a20057c3-be2b-4546-99ee-9bba0c1bfdb7,rf,988d123c-5595-4ce0-bb40-cf40dada5c6c,36.00515,-78.94245833,9/12/19 05:00,Duke Campus
3029,66,82204e68-2a4e-43d5-a4d2-0cdc8a52dbd3,rf,NA,35.99849,-78.93490667,9/12/19 05:00,Duke Campus
3030,52,c62a6df5-70a9-4e5f-ade2-74d1d470d597,rf,NA,35.99940833,-78.94780667,9/12/19 05:00,Duke Campus
3031,40,3376d0b1-8ba9-4970-941f-d35dc486c6ff,rf,51831934-a0b9-4d55-919e-7a01f17328cb,36.00767167,-78.94255,9/12/19 05:00,Duke Campus
3032,35,871d78a9-ee48-4025-9b04-b457d833c393,rf,51831934-a0b9-4d55-919e-7a01f17328cb,36.00772167,-78.94252,9/12/19 05:00,Duke Campus
3033,34,ef2720cd-1f67-47e9-80d6-98254bb91a3a,rf,NA,35.99648333,-78.94715167,9/12/19 05:00,Duke Campus
3034,54,cb2e86f3-847f-4baa-b36d-ce5c62c779e3,rf,NA,35.99466,-78.93808667,9/12/19 05:00,Duke Campus
3035,61,88744d09-6ce3-4f6d-b0e4-be58b69f290d,rf,NA,35.99604333,-78.94693,9/12/19 05:00,Duke Campus
3036,72,1453c2df-8093-4c10-9027-5501a2ecd73c,rf,NA,35.99603333,-78.94696,9/12/19 05:00,Duke Campus
3037,56,4882e3f1-2b46-4fae-9cec-d304de64ecad,rf,NA,35.99606333,-78.94703667,9/12/19 05:00,Duke Campus
3038,49,b66f7e69-4919-4252-b6a7-e65f3c279484,rf,NA,36.00765667,-78.93784333,9/12/19 05:00,Duke Campus
3039,97,03768f6b-3d9c-43b3-b04b-720994bcacaf,rf,NA,35.994365,-78.93792667,9/12/19 05:00,Duke Campus
3040,96,c172196a-1114-4e2e-82f8-fe65515d0768,rf,NA,35.99847,-78.93248667,9/12/19 05:00,Duke Campus
3041,97,8b2f98fd-1d87-4895-abb4-444a0617a046,rf,NA,35.99847,-78.93248667,9/12/19 05:00,Duke Campus
3042,97,61778c2f-1f39-470e-9314-95735436101c,rf,NA,35.99846667,-78.93248,9/12/19 05:00,Duke Campus
3043,97,3a6c9993-559a-47cb-9f17-f223db475550,rf,NA,35.99846667,-78.932465,9/12/19 05:00,Duke Campus
3044,83,d378d6dc-e53b-45d0-8850-c133ee087d21,rf,NA,35.99533833,-78.94699167,9/12/19 05:00,Duke Campus
3045,72,1f3adfdf-b331-4873-b85f-422f33088583,rf,NA,35.99390833,-78.938485,9/12/19 05:00,Duke Campus
3046,70,6f47eb52-4118-48c2-bf40-d34ed32f5e1d,rf,NA,36.000465,-78.931015,9/12/19 05:00,Duke Campus
3047,56,18d00970-3671-4298-8b15-d6e725b7f2ef,rf,2ba186c0-b8c8-4d68-8b6b-9451a1b5334d,36.00904,-78.94554833,9/12/19 05:00,Duke Campus
3048,90,be0391a6-0cf8-482b-aeae-2eb59cd0418e,rf,NA,35.99909167,-78.92990167,9/12/19 05:00,Duke Campus
3049,61,1253e6a1-3f32-4d04-8ea2-37cfa0c433f0,rf,NA,35.992565,-78.946815,9/12/19 05:00,Duke Campus
3050,71,a693166b-dce0-4a1f-a3e4-43dc8bf30601,rf,NA,36.01017,-78.94581667,9/12/19 05:00,Duke Campus
3051,64,2baad13e-fb53-4901-9e1e-27eb1d32144c,rf,NA,36.00454667,-78.95284333,9/12/19 05:00,Duke Campus
3052,93,d625e12e-876a-4359-89b3-7cd03969f3ff,rf,NA,36.00750333,-78.95105,9/12/19 05:00,Duke Campus
3053,85,9ef48b37-46ae-4016-b670-e04306f657fd,rf,NA,36.01216167,-78.94905833,9/12/19 05:00,Duke Campus
3054,26,394c4460-271a-44ec-b9f5-0f842a0897c8,rf,NA,36.01217333,-78.94905833,9/12/19 05:00,Duke Campus
3055,90,d8201ec8-53de-4b43-a504-9d35cb6fb574,rf,NA,36.00876167,-78.95385667,9/12/19 05:00,Duke Campus
3056,45,6e8500b1-041c-4daf-8067-636fa101b401,rf,98218892-ab9b-44c0-acf2-cc03eb9aebfa,36.00827833,-78.92788,9/12/19 05:00,Duke Campus
3057,48,38cd3c2c-275b-4a73-9c44-4e3f2071eac7,rf,98218892-ab9b-44c0-acf2-cc03eb9aebfa,36.00829667,-78.927895,9/12/19 05:00,Duke Campus
3058,72,19911f24-eba2-405c-97f3-021640093467,rf,NA,36.01402667,-78.94816667,9/12/19 05:00,Duke Campus
3059,64,5f333231-35f9-4e97-94a6-fcde0f931f2f,rf,NA,36.01088667,-78.926925,9/12/19 05:00,Duke Campus
3060,75,17e9e0b8-1d67-49bb-967c-2816be062758,rf,NA,36.00546333,-78.92302,9/12/19 05:00,Duke Campus
3061,82,0d204616-7bf8-4ac4-bbb6-c2b9b8b5b01e,rf,NA,36.00930833,-78.92505667,9/12/19 05:00,Duke Campus
3062,62,81610f61-9df8-470b-87a2-771825d23135,rf,NA,36.006935,-78.92340167,9/12/19 05:00,Duke Campus
3063,52,00224dfb-9ccc-4cef-898e-973219433514,rf,NA,36.00233,-78.92141,9/12/19 05:00,Duke Campus
3064,62,a53986d8-b62c-40a5-ac9b-57ac06f5dd53,rf,NA,36.00644333,-78.92211833,9/12/19 05:00,Duke Campus
3065,69,d51c0a17-e08c-4b6e-beda-f922b6eee1c0,rf,NA,36.00644667,-78.92064667,9/12/19 05:00,Duke Campus
3066,64,740c68b9-dea5-42ac-87ad-af401e05a8d9,rf,NA,36.01089833,-78.92202,9/12/19 05:00,Duke Campus
3067,63,fa4b6b00-acb0-4644-8473-ff0c53a4b2f1,rf,NA,36.01093333,-78.92195833,9/12/19 05:00,Duke Campus
3068,36,b48c797f-28c8-4644-a94c-e9699910fbd9,rf,NA,36.01493833,-78.92559833,9/12/19 05:00,Duke Campus
3069,76,439141f9-9935-4d70-99f7-7159cb1384e7,rf,NA,35.99699833,-78.91802167,9/12/19 05:00,Duke Campus
3070,94,79fffd8a-ddd4-48a5-a2b3-678dd885b049,rf,NA,36.01167333,-78.920815,9/12/19 05:00,Duke Campus
3071,94,e0e306a8-3d79-48ba-a67a-e29537ac1547,rf,NA,36.01168,-78.920815,9/12/19 05:00,Duke Campus
3072,97,a2aa4cc1-11c3-4a52-9e16-aa6cc2d6e979,rf,NA,36.011685,-78.920815,9/12/19 05:00,Duke Campus
3073,75,6a87daf4-1efd-4319-b174-ccd92161f95c,rf,NA,35.99666167,-78.91710667,9/12/19 05:00,Duke Campus
3074,92,5a5fd034-ef1d-4606-8c89-1880a7ad63f7,rf,NA,35.998115,-78.91651833,9/12/19 05:00,Duke Campus
3075,100,7401d28b-9b43-409f-8d76-35e8ab27a2c0,rf,0f71e9fa-14a9-4cdb-8a79-c708e2e92eb4,36.00728167,-78.91735833,9/12/19 05:00,Duke Campus
3076,100,a4f34c99-0cfd-4bc0-98ce-7d1f8a1bd56f,rf,NA,36.00731333,-78.917305,9/12/19 05:00,Duke Campus
3077,100,f1aaf6ed-2396-4470-a6ee-d05e4c35cd10,rf,0f71e9fa-14a9-4cdb-8a79-c708e2e92eb4,36.007275,-78.91728167,9/12/19 05:00,Duke Campus
3078,56,7ad9f31c-5a11-4ea0-bcb0-7db92841994c,rf,NA,36.02105333,-78.94637333,9/12/19 05:00,Duke Campus
3079,81,5d963f77-aa01-46cb-9b5f-3da6aa3d7e78,rf,NA,36.00642,-78.91650333,9/12/19 05:00,Duke Campus
3080,98,3d5d2964-27f4-4f56-8c4d-c21e3acb7075,rf,NA,36.01463,-78.92166833,9/12/19 05:00,Duke Campus
3081,97,096e5121-0c74-4187-be71-dfa9d7953325,rf,NA,36.01535833,-78.921325,9/12/19 05:00,Duke Campus
3082,33,a1825bf1-1821-44d5-ada6-b8c569656a8a,rf,NA,35.99695167,-78.9151,9/12/19 05:00,Duke Campus
3083,63,ad3962c4-7852-493a-af35-ba8fb9a0ebb6,rf,NA,35.9968,-78.91475667,9/12/19 05:00,Duke Campus
3084,75,989b3b75-a651-4db1-a848-587464f4f083,rf,NA,36.00672833,-78.913185,9/12/19 05:00,Duke Campus
3085,63,b5b7251b-5f0f-4a57-af4f-0274846f016d,rf,NA,36.01665833,-78.91909,9/12/19 05:00,Duke Campus
3086,92,20b20daf-f226-4e58-ad77-346d9c199652,rf,NA,35.996895,-78.91044667,9/12/19 05:00,Duke Campus
3087,100,29674300-33cd-40bb-a616-12d7a0a9076b,rf,03809820-a2e8-4753-8e25-33cc5790d6e8,35.99686833,-78.91044667,9/12/19 05:00,Duke Campus
3088,99,f8199470-5520-4f35-b9a0-fae6fc554810,rf,03809820-a2e8-4753-8e25-33cc5790d6e8,35.99688667,-78.910415,9/12/19 05:00,Duke Campus
3089,61,cda4e73c-409a-4e5c-b94a-f431573caea6,rf,NA,35.99563167,-78.91034,9/12/19 05:00,Duke Campus
3090,71,972a3fcd-dd9c-429f-a370-ea8ec3dad64c,rf,NA,35.99561667,-78.91027833,9/12/19 05:00,Duke Campus
3091,74,7611e327-7fc5-4581-9a1c-d322cbc049c7,rf,NA,35.99915667,-78.90914167,9/12/19 05:00,Duke Campus
3092,65,2bcd8e14-879a-48c5-85e8-bb2bc943e89a,rf,NA,35.99476167,-78.90714333,9/12/19 05:00,Duke Campus
3093,98,45dcf876-0479-47ab-9ddb-62b2ecd128fa,rf,NA,35.99555167,-78.90670833,9/12/19 05:00,Duke Campus
3094,99,6b348060-ed10-4ffa-acd3-c7f2315ffffa,rf,95c8285a-a201-4a44-8e28-176f6bd6735b,35.99550167,-78.906715,9/12/19 05:00,Duke Campus
3095,100,3cae7574-4163-4ce2-bcef-baeb89b90bb6,rf,NA,35.995445,-78.906685,9/12/19 05:00,Duke Campus
3096,64,1d59e906-0a1e-4c98-b382-de8bbdddc17d,rf,NA,35.997605,-78.90602167,9/12/19 05:00,Duke Campus
3097,33,dba79bea-fb37-4944-ac99-98c698ec2963,rf,NA,35.99000167,-78.908195,9/12/19 05:00,Duke Campus
3098,60,bc59d968-9517-4827-9814-3b8317c82615,rf,NA,36.01944,-78.91047667,9/12/19 05:00,Duke Campus
3099,79,2844e06f-c88f-4e1e-b276-afbbd8b98f77,rf,NA,35.99503333,-78.90212167,9/12/19 05:00,Duke Campus
3100,70,2f158482-8e64-483c-aa7e-1efc183cd8ad,rf,NA,36.00311333,-78.90142833,9/12/19 05:00,Duke Campus
3101,96,4600fade-1bd3-487d-a748-54e7fc680c2d,rf,NA,35.99666167,-78.90170333,9/12/19 05:00,Duke Campus
3102,38,5be73490-fc8b-4555-8ed2-0d235d774ec7,rf,NA,36.02539833,-78.96827667,9/12/19 05:00,Duke Campus
3103,72,b9c5b66f-9051-4360-876a-fd7f66f2de79,rf,NA,35.99695167,-78.90055833,9/12/19 05:00,Duke Campus
3104,71,e08b6496-b80d-4fff-9184-0b6701abed54,rf,NA,35.98507667,-78.90497667,9/12/19 05:00,Duke Campus
3105,65,fdb8444b-349d-4c02-b240-edfc66bc369e,rf,NA,36.003845,-78.89925333,9/12/19 05:00,Duke Campus
3106,76,7aca142f-d5c7-4f6f-91a5-cf17a40ceceb,rf,NA,35.97572667,-78.90521167,9/12/19 05:00,Duke Campus
3107,69,f70851b7-6b08-44a7-b3c9-8bf6cfec36d8,rf,NA,35.99086833,-78.893875,9/12/19 05:00,Duke Campus
3108,53,34e8663b-a027-4cd9-b121-3fa84da0ec96,rf,NA,35.97414,-78.90472333,9/12/19 05:00,Duke Campus
3109,21,2fdd6163-ac3a-4eac-8662-be50c355f831,rf,NA,35.97490333,-78.90284,9/12/19 05:00,Duke Campus
3110,28,c047e37f-3e50-447f-8b82-11c18464cbe3,rf,NA,35.97493333,-78.90273333,9/12/19 05:00,Duke Campus
3111,35,2a3509a0-fa13-458e-9c2e-18775a6081a5,rf,NA,35.975795,-78.90178667,9/12/19 05:00,Duke Campus
3112,82,a6b6ba17-ef42-4a4a-8c9c-0eee96dbdf60,rf,NA,35.978775,-78.89901,9/12/19 05:00,Duke Campus
3113,35,dd155562-b823-45bb-bfd3-d9d487460e62,rf,NA,35.97535333,-78.90188667,9/12/19 05:00,Duke Campus
3114,27,882e7da8-16c4-4f6f-aa17-e123fde751b3,rf,NA,35.976295,-78.900925,9/12/19 05:00,Duke Campus
3115,85,fdb7fc83-6183-4992-b2ae-ef76d9235f5a,rf,NA,35.97657833,-78.90046667,9/12/19 05:00,Duke Campus
3116,37,5bc869bb-be65-4073-a975-63a971d886db,rf,NA,35.97931333,-78.89761333,9/12/19 05:00,Duke Campus
3117,28,c2627d1f-39bd-44be-92ed-ed4a2526147f,rf,NA,35.97723333,-78.89676667,9/12/19 05:00,Duke Campus
3118,38,38fa7367-7ba7-40d1-923d-1ae492df9f6a,rf,NA,35.97662,-78.89707167,9/12/19 05:00,Duke Campus
3119,28,6d8eacf0-5706-44de-92e8-5118f2f2e310,rf,NA,35.97712333,-78.8964,9/12/19 05:00,Duke Campus
3120,40,7095362a-2a84-4d78-813e-70ab849804d3,rf,NA,35.97677167,-78.89649167,9/12/19 05:00,Duke Campus
3121,37,fe798478-3fe7-48e1-a5f0-20575a87ffe4,rf,NA,35.97323667,-78.899605,9/12/19 05:00,Duke Campus
3122,19,b1abfc00-3dbb-47cc-873c-23a4f659838e,rf,NA,35.97558667,-78.89734667,9/12/19 05:00,Duke Campus
3123,87,86836a8e-bc48-4d13-aadb-63d2e9df600a,rf,NA,35.97554333,-78.89735333,9/12/19 05:00,Duke Campus
3124,70,7c549ba1-b344-4143-8ecb-3d46190d7e32,rf,NA,35.97631833,-78.89607167,9/12/19 05:00,Duke Campus
3125,78,54072f72-5c8c-402d-a758-98b105cb024b,rf,NA,35.97625333,-78.89600333,9/12/19 05:00,Duke Campus
3126,45,549584df-574b-455a-8ac4-1422c623f72f,rf,NA,35.97259167,-78.89884167,9/12/19 05:00,Duke Campus
3127,63,d74dc08b-04a0-4225-bd98-805dcbe1d63a,rf,NA,35.97248833,-78.89888833,9/12/19 05:00,Duke Campus
3128,67,bb5796ae-f82d-4556-a17f-380549a3c05a,rf,NA,35.975335,-78.89439333,9/12/19 05:00,Duke Campus
3129,71,2e1077b5-38be-44e6-a0e5-5f41db5ce470,rf,NA,35.97462,-78.89441,9/12/19 05:00,Duke Campus
3130,69,f7fe8e11-9dcf-4806-bbd8-fa96fa0b8e2b,rf,NA,35.971645,-78.89698,9/12/19 05:00,Duke Campus
3131,75,2883bdbf-659f-4bcd-8eff-6ffc30d758e8,rf,NA,35.97365167,-78.89318833,9/12/19 05:00,Duke Campus
3132,61,e0acbc1e-bdef-410b-9913-6a948771b4c0,rf,NA,35.97364833,-78.89317333,9/12/19 05:00,Duke Campus
3133,37,f204dbc4-0d62-41d6-b6f4-05b557360189,rf,NA,35.96980333,-78.89685833,9/12/19 05:00,Duke Campus
3134,67,564effd7-7274-408c-9f8f-9c90f3e5b99c,rf,NA,35.96981,-78.89682,9/12/19 05:00,Duke Campus
3135,29,5e897e05-da9a-4a6b-853f-c035efcb69df,rf,NA,35.97581167,-78.88073667,9/12/19 05:00,Duke Campus
3136,43,1057687b-b260-4bc3-8fb0-0576d1539d68,rf,NA,35.97221833,-78.88220167,9/12/19 05:00,Duke Campus
3137,39,0e101479-c441-4e73-9a26-a0e4e86f1e2d,rf,NA,35.98355833,-78.872925,9/12/19 05:00,Duke Campus
3138,44,f0c3424b-ca6d-4e86-8716-5e7b9f3cd29f,rf,a1fa25aa-73f4-4be2-8dc9-dc872ade0f80,35.99979833,-78.94374167,9/12/19 06:00,Duke Campus
3139,48,46fd9a6e-063a-4879-942d-6e407720cd21,rf,a1fa25aa-73f4-4be2-8dc9-dc872ade0f80,35.99981333,-78.94376333,9/12/19 06:00,Duke Campus
3140,76,bca841ea-619f-443b-a519-0924715bb2e1,rf,NA,35.99868333,-78.93808667,9/12/19 06:00,Duke Campus
3141,80,5e7a1ac1-33f4-4af7-a6db-0120c17eacbd,rf,NA,35.99915333,-78.944985,9/12/19 06:00,Duke Campus
3142,54,263bc3c1-ebf7-4ff3-9e8d-ca9874861365,rf,988d123c-5595-4ce0-bb40-cf40dada5c6c,36.005135,-78.94245167,9/12/19 06:00,Duke Campus
3143,37,a20057c3-be2b-4546-99ee-9bba0c1bfdb7,rf,988d123c-5595-4ce0-bb40-cf40dada5c6c,36.005135,-78.94246667,9/12/19 06:00,Duke Campus
3144,53,232a211b-2d54-4c28-bef1-ed95c1813677,rf,988d123c-5595-4ce0-bb40-cf40dada5c6c,36.00514167,-78.94245167,9/12/19 06:00,Duke Campus
3145,66,82204e68-2a4e-43d5-a4d2-0cdc8a52dbd3,rf,NA,35.99854333,-78.93489,9/12/19 06:00,Duke Campus
3146,51,c62a6df5-70a9-4e5f-ade2-74d1d470d597,rf,NA,35.999435,-78.9478,9/12/19 06:00,Duke Campus
3147,34,ef2720cd-1f67-47e9-80d6-98254bb91a3a,rf,NA,35.996785,-78.94685333,9/12/19 06:00,Duke Campus
3148,34,871d78a9-ee48-4025-9b04-b457d833c393,rf,51831934-a0b9-4d55-919e-7a01f17328cb,36.00773167,-78.94256667,9/12/19 06:00,Duke Campus
3149,39,3376d0b1-8ba9-4970-941f-d35dc486c6ff,rf,51831934-a0b9-4d55-919e-7a01f17328cb,36.00774333,-78.94258167,9/12/19 06:00,Duke Campus
3150,53,cb2e86f3-847f-4baa-b36d-ce5c62c779e3,rf,NA,35.99469,-78.938095,9/12/19 06:00,Duke Campus
3151,72,1453c2df-8093-4c10-9027-5501a2ecd73c,rf,NA,35.99605167,-78.946945,9/12/19 06:00,Duke Campus
3152,56,4882e3f1-2b46-4fae-9cec-d304de64ecad,rf,NA,35.99607167,-78.94698333,9/12/19 06:00,Duke Campus
3153,97,03768f6b-3d9c-43b3-b04b-720994bcacaf,rf,NA,35.99437,-78.937935,9/12/19 06:00,Duke Campus
3154,71,1f3adfdf-b331-4873-b85f-422f33088583,rf,NA,35.99398,-78.93850667,9/12/19 06:00,Duke Campus
3155,82,d378d6dc-e53b-45d0-8850-c133ee087d21,rf,NA,35.99539167,-78.94699167,9/12/19 06:00,Duke Campus
3156,96,c172196a-1114-4e2e-82f8-fe65515d0768,rf,NA,35.99848167,-78.93248,9/12/19 06:00,Duke Campus
3157,97,3a6c9993-559a-47cb-9f17-f223db475550,rf,NA,35.998565,-78.93244167,9/12/19 06:00,Duke Campus
3158,96,8b2f98fd-1d87-4895-abb4-444a0617a046,rf,NA,35.99852833,-78.93245667,9/12/19 06:00,Duke Campus
3159,97,61778c2f-1f39-470e-9314-95735436101c,rf,NA,35.99852333,-78.93245,9/12/19 06:00,Duke Campus
3160,70,6f47eb52-4118-48c2-bf40-d34ed32f5e1d,rf,NA,36.000485,-78.93095333,9/12/19 06:00,Duke Campus
3161,55,18d00970-3671-4298-8b15-d6e725b7f2ef,rf,2ba186c0-b8c8-4d68-8b6b-9451a1b5334d,36.00907833,-78.94557167,9/12/19 06:00,Duke Campus
3162,44,d65ab77e-88b5-41ee-a746-3bc22e785a42,rf,NA,36.009105,-78.94554167,9/12/19 06:00,Duke Campus
3163,48,3f5425dc-be66-432d-b4ec-3a695e606110,rf,NA,36.00907833,-78.94561833,9/12/19 06:00,Duke Campus
3164,89,be0391a6-0cf8-482b-aeae-2eb59cd0418e,rf,NA,35.99911833,-78.92990833,9/12/19 06:00,Duke Campus
3165,60,1253e6a1-3f32-4d04-8ea2-37cfa0c433f0,rf,NA,35.99260667,-78.94689167,9/12/19 06:00,Duke Campus
3166,71,a693166b-dce0-4a1f-a3e4-43dc8bf30601,rf,NA,36.010235,-78.94577,9/12/19 06:00,Duke Campus
3167,64,2baad13e-fb53-4901-9e1e-27eb1d32144c,rf,NA,36.00454667,-78.95284333,9/12/19 06:00,Duke Campus
3168,93,d625e12e-876a-4359-89b3-7cd03969f3ff,rf,NA,36.0075,-78.951035,9/12/19 06:00,Duke Campus
3169,84,9ef48b37-46ae-4016-b670-e04306f657fd,rf,NA,36.01218,-78.94906667,9/12/19 06:00,Duke Campus
3170,25,394c4460-271a-44ec-b9f5-0f842a0897c8,rf,NA,36.012215,-78.94906667,9/12/19 06:00,Duke Campus
3171,89,d8201ec8-53de-4b43-a504-9d35cb6fb574,rf,NA,36.00883167,-78.95382667,9/12/19 06:00,Duke Campus
3172,45,6e8500b1-041c-4daf-8067-636fa101b401,rf,98218892-ab9b-44c0-acf2-cc03eb9aebfa,36.00834333,-78.927895,9/12/19 06:00,Duke Campus
3173,47,38cd3c2c-275b-4a73-9c44-4e3f2071eac7,rf,98218892-ab9b-44c0-acf2-cc03eb9aebfa,36.00832,-78.92787167,9/12/19 06:00,Duke Campus
3174,72,19911f24-eba2-405c-97f3-021640093467,rf,NA,36.01406167,-78.94816667,9/12/19 06:00,Duke Campus
3175,63,5f333231-35f9-4e97-94a6-fcde0f931f2f,rf,NA,36.01086833,-78.92694167,9/12/19 06:00,Duke Campus
3176,82,0d204616-7bf8-4ac4-bbb6-c2b9b8b5b01e,rf,NA,36.009335,-78.92503333,9/12/19 06:00,Duke Campus
3177,62,81610f61-9df8-470b-87a2-771825d23135,rf,NA,36.00699667,-78.92327833,9/12/19 06:00,Duke Campus
3178,69,d51c0a17-e08c-4b6e-beda-f922b6eee1c0,rf,NA,36.00614167,-78.92076167,9/12/19 06:00,Duke Campus
3179,63,fa4b6b00-acb0-4644-8473-ff0c53a4b2f1,rf,NA,36.01097167,-78.92208833,9/12/19 06:00,Duke Campus
3180,63,740c68b9-dea5-42ac-87ad-af401e05a8d9,rf,NA,36.010925,-78.922035,9/12/19 06:00,Duke Campus
3181,35,b48c797f-28c8-4644-a94c-e9699910fbd9,rf,NA,36.01504167,-78.92558333,9/12/19 06:00,Duke Campus
3182,44,f4ffbbc1-77c1-4251-8bab-d49996bbf534,rf,NA,36.00652,-78.91851833,9/12/19 06:00,Duke Campus
3183,75,439141f9-9935-4d70-99f7-7159cb1384e7,rf,NA,35.997055,-78.91805333,9/12/19 06:00,Duke Campus
3184,97,a2aa4cc1-11c3-4a52-9e16-aa6cc2d6e979,rf,NA,36.01169167,-78.920815,9/12/19 06:00,Duke Campus
3185,94,e0e306a8-3d79-48ba-a67a-e29537ac1547,rf,NA,36.0117,-78.920815,9/12/19 06:00,Duke Campus
3186,94,79fffd8a-ddd4-48a5-a2b3-678dd885b049,rf,NA,36.0117,-78.92080667,9/12/19 06:00,Duke Campus
3187,75,6a87daf4-1efd-4319-b174-ccd92161f95c,rf,NA,35.996685,-78.91709833,9/12/19 06:00,Duke Campus
3188,92,5a5fd034-ef1d-4606-8c89-1880a7ad63f7,rf,NA,35.99813833,-78.916535,9/12/19 06:00,Duke Campus
3189,100,7401d28b-9b43-409f-8d76-35e8ab27a2c0,rf,0f71e9fa-14a9-4cdb-8a79-c708e2e92eb4,36.00732833,-78.91731333,9/12/19 06:00,Duke Campus
3190,100,f1aaf6ed-2396-4470-a6ee-d05e4c35cd10,rf,0f71e9fa-14a9-4cdb-8a79-c708e2e92eb4,36.00729333,-78.91729,9/12/19 06:00,Duke Campus
3191,100,a4f34c99-0cfd-4bc0-98ce-7d1f8a1bd56f,rf,NA,36.00731333,-78.91726667,9/12/19 06:00,Duke Campus
3192,80,5d963f77-aa01-46cb-9b5f-3da6aa3d7e78,rf,NA,36.00642,-78.91655,9/12/19 06:00,Duke Campus
3193,55,7ad9f31c-5a11-4ea0-bcb0-7db92841994c,rf,NA,36.02122833,-78.94641833,9/12/19 06:00,Duke Campus
3194,98,3d5d2964-27f4-4f56-8c4d-c21e3acb7075,rf,NA,36.01462167,-78.92169167,9/12/19 06:00,Duke Campus
3195,31,a1825bf1-1821-44d5-ada6-b8c569656a8a,rf,NA,35.99697833,-78.91509167,9/12/19 06:00,Duke Campus
3196,96,096e5121-0c74-4187-be71-dfa9d7953325,rf,NA,36.015385,-78.92131833,9/12/19 06:00,Duke Campus
3197,63,ad3962c4-7852-493a-af35-ba8fb9a0ebb6,rf,NA,35.99680333,-78.91474833,9/12/19 06:00,Duke Campus
3198,75,989b3b75-a651-4db1-a848-587464f4f083,rf,NA,36.00683167,-78.913155,9/12/19 06:00,Duke Campus
3199,63,b5b7251b-5f0f-4a57-af4f-0274846f016d,rf,NA,36.01667333,-78.91909,9/12/19 06:00,Duke Campus
3200,99,f8199470-5520-4f35-b9a0-fae6fc554810,rf,03809820-a2e8-4753-8e25-33cc5790d6e8,35.99696667,-78.91043167,9/12/19 06:00,Duke Campus
3201,92,20b20daf-f226-4e58-ad77-346d9c199652,rf,NA,35.99693333,-78.91040833,9/12/19 06:00,Duke Campus
3202,99,29674300-33cd-40bb-a616-12d7a0a9076b,rf,03809820-a2e8-4753-8e25-33cc5790d6e8,35.99691333,-78.91039333,9/12/19 06:00,Duke Campus
3203,71,972a3fcd-dd9c-429f-a370-ea8ec3dad64c,rf,NA,35.99565833,-78.91043833,9/12/19 06:00,Duke Campus
3204,73,7611e327-7fc5-4581-9a1c-d322cbc049c7,rf,NA,35.99913333,-78.90910333,9/12/19 06:00,Duke Campus
3205,65,2bcd8e14-879a-48c5-85e8-bb2bc943e89a,rf,NA,35.99479333,-78.90718,9/12/19 06:00,Duke Campus
3206,98,45dcf876-0479-47ab-9ddb-62b2ecd128fa,rf,NA,35.995605,-78.906685,9/12/19 06:00,Duke Campus
